HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Image_url,commands,Approve,Reject
3Y7LTZE0YTGITCHKT56OMYET96EUZ5,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:22:02 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:36:24 PDT 2015,,,3WJ1OXY92BAMGR0S4DULXX0FRYT8AK,A1TL6GOSY0W1YC,Approved,Mon Oct 12 13:37:24 PDT 2015,Mon Oct 12 13:38:24 PDT 2015,Tue Oct 13 01:38:24 PDT 2015,2015-10-13 08:40:19 UTC,,,60,100% (5/5),100% (5/5),100% (5/5),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0799.gif,Place 5 blocks in a row.</br>Place one block above the third block.</br>Place one block below the second block of the second row.</br>Place to blocks to the right of the bottom block and one bellow.,X,
3D1TUISJWIUWYMSAT1I2M3B3DTCUI8,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:46 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:35:49 PDT 2015,,,39GHHAVOMGLWYJGUMGHL9KNTFZCJ4P,A36SM7QM8OK3H6,Approved,Mon Oct 12 11:52:30 PDT 2015,Mon Oct 12 11:54:11 PDT 2015,Mon Oct 12 23:54:11 PDT 2015,2015-10-13 06:55:18 UTC,,,101,100% (13/13),100% (13/13),100% (13/13),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0474.gif,"place a row of 3 blocks</br>starting at the first block on the left, place 3 more blocks extending vertically downwards</br>place 1 block to the left of that column of 4 blocks starting at the last block</br>place 2 more blocks to the left, again starting at the last block, so this will look like a row of 4 blocks</br>place 1 block below the 2nd block to the right of that row of 4 blocks",X,
3IHWR4LC7D7Y0PLXQYHXQBTEG2L8I7,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:22:01 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:36:14 PDT 2015,,,3NL0RFNU0GHR93MC41HXAZN6UOQ4KN,A8L450UGY77XB,Approved,Mon Oct 12 13:37:42 PDT 2015,Mon Oct 12 13:53:11 PDT 2015,Tue Oct 13 01:53:11 PDT 2015,2015-10-13 08:55:16 UTC,,,929,100% (37/37),100% (11/11),100% (11/11),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0758.gif,Place an initial block.</br>Place three blocks to the left of the initial block.</br>Place three blocks to below the initial block.</br>Place a block to the left of the 1st block below the initial block.</br>Place a block to the right of the 1st block below the initial block.</br>Place a block to the left of the 2nd block below the initial block.,X,
3WRBLBQ2GR22M9AZ564FCKAGIRHG00,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:50 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:36:05 PDT 2015,,,3DL65MZB8E9RI77H1UCCV2MP24BECQ,A376BI2RNUIFRH,Approved,Mon Oct 12 13:34:01 PDT 2015,Mon Oct 12 13:35:38 PDT 2015,Tue Oct 13 01:35:38 PDT 2015,2015-10-13 08:40:16 UTC,,,97,100% (7/7),100% (7/7),100% (7/7),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0535.gif,"Place a column of four blocks.</br>To the right of the first block, place one block.</br>To the right of the fourth block, place three blocks.</br>Beneath the third block in that row of four, place a block.</br>Beneath the fourth block in that row of four, place a block.",X,
3YKP7CX6G29KD328AJXAQOT6ASV7BA,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:35 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:36:06 PDT 2015,,,3E337GFOLA28TP0ZWFBEBG1DEONNGH,A2DXEPC4QFV4R1,Approved,Mon Oct 12 11:27:12 PDT 2015,Mon Oct 12 11:28:50 PDT 2015,Mon Oct 12 23:28:50 PDT 2015,2015-10-13 06:30:18 UTC,,,98,100% (39/39),100% (39/39),100% (39/39),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0360.gif,"Create a row of five blocks. </br>Below the second block from the left, add one block.</br>Below the fourth block from the left, add three blocks.</br>Below the last block from the left, add one block.",X,
3V8JSVE8YYK1ZQAT7JP049JOHOFYE0,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:33 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:36:01 PDT 2015,,,3OS4RQUCRA90EGF7I50N2017WKKBFS,A2AWBDW9V1E9KT,Approved,Mon Oct 12 12:51:08 PDT 2015,Mon Oct 12 13:26:46 PDT 2015,Tue Oct 13 01:26:46 PDT 2015,Mon Oct 12 22:24:35 PDT 2015,,,2138,100% (94/94),100% (94/94),100% (94/94),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0333.gif,"Start with a vertical line of four blocks.  Call them A, B, C, and D, starting from the top. </br>Put 2 blocks to the left of A</br>Put 1 block to the right of A</br>Put 1 block to the right of B</br>Put 1 block to the right of D, call it E. </br>Put 1 block below E.",X,
3PCPFX4U40KKW2J3BKSC951MUGFFQY,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:45 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:35:52 PDT 2015,,,3C44YUNSI2J5KQ2LA4NY9K3B1BDDPY,A2WKZI3JQCE3Z6,Approved,Mon Oct 12 12:01:05 PDT 2015,Mon Oct 12 12:03:13 PDT 2015,Tue Oct 13 00:03:13 PDT 2015,Mon Oct 12 22:24:17 PDT 2015,,,128,100% (134/134),100% (134/134),100% (134/134),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0898.gif,Place two blocks.</br>Move down a row and place two blocks beginning under the last block prior.</br>Move down and place a block under the 1st block of the prior row.</br>Move down and place 4 blocks with the 2nd under the prior row's block.</br>Move down and place a block under the 3rd block of the prior row.,X,
3N3WJQXELSKP4BREVK598083B6N2LC,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:51 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:36:08 PDT 2015,,,3OS4RQUCRA90EGF7I50N2017WKNBFV,A2QH9WSSQD5O1P,Approved,Mon Oct 12 13:14:49 PDT 2015,Mon Oct 12 13:17:01 PDT 2015,Tue Oct 13 01:17:01 PDT 2015,2015-10-13 08:20:18 UTC,,,132,100% (40/40),100% (15/15),100% (15/15),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0969.gif,Create a vertical column with four boxes.</br>Place one box to the right of the second box from the bottom. </br>Place three boxes to the left of the top box.</br>Place one box each above the two boxes on the farthest left of the row you just created.,X,
3DZKABX2ZIZ5YYVA6HWL7MFREV2CVE,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:39 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:35:32 PDT 2015,,,3A0EX8ZRN9I6E7W2NVSBRL8N2VCBYR,A1NGGAVIGC9O7V,Approved,Mon Oct 12 13:11:52 PDT 2015,Mon Oct 12 13:11:56 PDT 2015,Tue Oct 13 01:11:56 PDT 2015,Mon Oct 12 22:23:45 PDT 2015,,,4,100% (109/109),100% (109/109),100% (109/109),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0809.gif,Place a horizontal row of four blocks.</br>Place one block below the block farthest to the left.</br>Place one block to the right of the block you just placed.</br>Place three blocks below the block farthest to the right in the original row.</br>Place one block to the right of the bottom block in the column of four blocks you just created.,X,
3W5PY7V3UP19A6WLLK0R1PWGMWCJY7,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:45 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:35:46 PDT 2015,,,3VBEN272MLT592S44BS0AABJ1N5GSW,A1LRJ2MQD4AMES,Approved,Mon Oct 12 12:46:50 PDT 2015,Mon Oct 12 12:51:24 PDT 2015,Tue Oct 13 00:51:24 PDT 2015,2015-10-13 07:55:17 UTC,,,274,100% (36/36),100% (36/36),100% (36/36),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0461.gif,Stack 5 dots vertically</br>Stack 4 dots vertically to the right of the 5-stack so that the tops of each stack are flush</br>Put 1 dot to the right of the top dot of the new stack from previous instruction,X,
3NSCTNUR2ZH07PJXGCIHXTV414FA53,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:39 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 19 10:21:39 PDT 2015,,,3DQQ64TANHF4TW2CRZSO18SW8RHWPO,A2WKZI3JQCE3Z6,Approved,Mon Oct 12 12:09:03 PDT 2015,Mon Oct 12 12:48:35 PDT 2015,Tue Oct 13 00:48:35 PDT 2015,Mon Oct 12 22:24:12 PDT 2015,,,2372,100% (134/134),100% (134/134),100% (134/134),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0814.gif,"Place a block.</br>Put one under it.</br>Move down a row and place a block 3 space to the left of the prior row's block.</br>Move to the right two empty spaces, and place a block under the prior row's block.</br>move down and place a block under the 2nd block in the prior row.",X,
3OKP4QVBP2RYNM8HX8181QMTRDTGAR,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:58 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:35:56 PDT 2015,,,3QL2OFSM97CVCDKUUTFVLPGYGWBCNC,A2O7H7VXLFN6BP,Approved,Mon Oct 12 13:30:56 PDT 2015,Mon Oct 12 13:31:42 PDT 2015,Tue Oct 13 01:31:42 PDT 2015,Mon Oct 12 22:24:13 PDT 2015,,,46,100% (54/54),100% (54/54),100% (54/54),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0689.gif,place 1 block somewhere near the middle of the grid</br>place 3 blocks under the starting block</br>place 1 block to the right of each of the previously placed blocks</br>find the bottom rightmost block</br>place 3 blocks to the right of it,X,
3OWZNK3RYLJSN1E84YXAZN4MOXFU2X,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:38 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:35:31 PDT 2015,,,3EFE17QCRDZJ9YNFOHAIVANKGNHSH6,A1KG5TGTLD3V8Y,Approved,Mon Oct 12 12:39:12 PDT 2015,Mon Oct 12 12:44:24 PDT 2015,Tue Oct 13 00:44:24 PDT 2015,2015-10-13 07:45:18 UTC,,,312,100% (13/13),100% (13/13),100% (13/13),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0804.gif,"Start by making an upside down ""L,"" with 4 vertical blocks and add one block to the right of the top block. </br>Next, create a ""T"" shape using 5 blocks - the vertical should be 3 tall and the horizontal should be 3 wide. </br>Place the ""T"" you just made to the left of the upside down ""L"" so that the bottom block of each letter is even with each other. </br>The finished product should contain the most upper right block connecting to the 2nd block from the top of the upside down ""L.""",X,
386659BNTLB5IUKWNNJC5X6AG2X10K,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:25 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:35:35 PDT 2015,,,3PWWM24LHTSXBO5ORY16RFHHFAJ28P,A2WKZI3JQCE3Z6,Approved,Mon Oct 12 11:22:17 PDT 2015,Mon Oct 12 11:22:59 PDT 2015,Mon Oct 12 23:22:59 PDT 2015,Mon Oct 12 22:23:29 PDT 2015,,,42,100% (134/134),100% (134/134),100% (134/134),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0210.gif,Place a block.</br>Move down and place 3 blocks in a row such that the last block is under the previous block.</br>Move down and place a single block under the first and last of the preivous row.</br>Move down and place two blocks beginning under the last block in the preivous row.</br>Move down and place two under those.,X,
3PUV2Q8SV4Y0UC3I1W0WQG32W3XBD6,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:28 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 19 10:21:28 PDT 2015,,,3IUZPWIU1P13I55WE7NG5R6XEHAWKM,A3TMUAPCRFG63N,Approved,Mon Oct 12 11:45:13 PDT 2015,Mon Oct 12 11:46:16 PDT 2015,Mon Oct 12 23:46:16 PDT 2015,Mon Oct 12 22:24:18 PDT 2015,,,63,100% (110/110),100% (110/110),100% (110/110),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0035.gif,place four blocks horizontally</br>place three blocks below the last horizontal block</br>place one block to the left of the lowest vertical block</br>place one block to the right of the lowest vertical block</br>place one block below the right-most block,X,
33P2GD6NRNMIZVCET5WFG41QBPZHK5,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:49 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:35:59 PDT 2015,,,39GHHAVOMGLWYJGUMGHL9KNTFZMJ4Z,AWW4I36TBGE2D,Approved,Mon Oct 12 13:08:54 PDT 2015,Mon Oct 12 13:10:45 PDT 2015,Tue Oct 13 01:10:45 PDT 2015,Mon Oct 12 22:23:18 PDT 2015,,,111,100% (76/76),100% (76/76),100% (76/76),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0514.gif,"Create a row of 4 blocks across</br>Stack 1 block on the leftmost block in the row</br>Stack 2 blocks on the rightmost block in the row</br>Place a block to the right of each block in the rightmost row stacked, should be 2</br>Place 1 block on top of the 2 just placed",X,
3PMR2DOWOOVL503G7B8QKQ949UJ45M,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:26 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:35:42 PDT 2015,,,3YZ8UPK3VUG87343RURHZK8SOS1UCJ,A21YQXPL0SNNR2,Approved,Mon Oct 12 13:09:14 PDT 2015,Mon Oct 12 13:09:52 PDT 2015,Tue Oct 13 01:09:52 PDT 2015,Mon Oct 12 22:24:17 PDT 2015,,,38,100% (175/175),100% (175/175),100% (175/175),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0243.gif,"Start with any block, if a block is already filled in, keep it filled in</br>Put a block below the last block</br>Put a block to the left of the last block</br>Put a block to the left of the last block</br>Put a block below the last block</br>Put a block to the left of the last block</br>Put a block above the last block</br>Put a block to the left of the last block</br>Put a block to the right of the last block</br>Put a block above the last block</br>Put a block above the last block",X,
3S1WOPCJFGNB41FULJOXUM404K7JES,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:31 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:35:45 PDT 2015,,,3WYGZ5XF3X9ABOONU2DF823C84AKSR,A1RX2JBV4VGZ65,Approved,Mon Oct 12 11:04:22 PDT 2015,Mon Oct 12 11:38:06 PDT 2015,Mon Oct 12 23:38:06 PDT 2015,2015-10-13 06:40:18 UTC,,,2024,100% (27/27),100% (27/27),100% (27/27),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0074.gif,place five blocks horizontally</br>place one block above and below the rightmost block</br>then place two blocks above and one below the block located directly to the left of the rightmost block of the initial row.,X,
39WSF6KUV2FP5C6R1WG22ILM3EHOEG,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:37 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 19 10:21:37 PDT 2015,,,3OJSZ2ATDTQLA7JSZCBYBMOYO0I75M,A24ZCFIA6MPZ84,Approved,Mon Oct 12 13:09:33 PDT 2015,Mon Oct 12 13:11:49 PDT 2015,Tue Oct 13 01:11:49 PDT 2015,Mon Oct 12 22:23:36 PDT 2015,,,136,100% (68/68),100% (68/68),100% (68/68),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0157.gif,Place a row of five blocks in the middle of the page</br>Place one block on top of the left most block in the row of five</br>Place one block on top of and one block on the bottom of the fourth from the left most block in the row of five</br>Place two blocks on top of the right most block in the row of five,X,
35O6H0UNLSAB8IM1AIVUQSYNRR8J5R,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:26 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:35:40 PDT 2015,,,3RWE2M8QWI4BILPEIDMBQOEX77YN0E,AN3KR7C1SLYY3,Approved,Mon Oct 12 11:25:34 PDT 2015,Mon Oct 12 11:26:09 PDT 2015,Mon Oct 12 23:26:09 PDT 2015,Mon Oct 12 22:23:22 PDT 2015,,,35,100% (101/101),100% (101/101),100% (101/101),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0234.gif,place four blocks horizontally</br>place a block below the second from the right block</br>place a block above the right block</br>place three blocks vertically below the bottom right block</br>place a block to the right of the bottom right block,X,
3NKW03WTLM1M7O5Y192CDTNMPJ4WQC,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:35 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 19 10:21:35 PDT 2015,,,326O153BMJS1NZDV1Q7NF847N48EDB,A2QAIIROYI52KO,Approved,Mon Oct 12 11:36:36 PDT 2015,Mon Oct 12 11:40:06 PDT 2015,Mon Oct 12 23:40:06 PDT 2015,2015-10-13 06:40:19 UTC,,,210,100% (9/9),100% (9/9),100% (9/9),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0355.gif,"Place five blocks vertically in a column.</br>Place one block to the right of the bottom most block.</br>At the fourth block from the top down, place three blocks in a row to the right.</br>Place one block directly above the right most block in the grid.",X,
3IWA71V4TIA8M6R4W5K097K2YKYX69,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:42 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:35:43 PDT 2015,,,3UJ1CZ6IZIJ7T53KNF996DKUBEYS5X,A2Y5DDEPG81LLJ,Approved,Mon Oct 12 13:36:22 PDT 2015,Mon Oct 12 13:38:01 PDT 2015,Tue Oct 13 01:38:01 PDT 2015,2015-10-13 08:40:19 UTC,,,99,100% (4/4),100% (4/4),100% (4/4),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0859.gif,"Place four blocks, from left to right, in the center of the grid.</br>On the first block on the left, place one block below that.</br>On the last block on the right, place one block above that.</br>On the last block on the right, place three blocks below that.</br>Of the three that were just place, on the second one down, place one block to the left.",X,
3XT3KXP24ZSBWB29XJKZ6XXNA7VI6V,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:38 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:36:04 PDT 2015,,,3R8YZBNQ9ICA3T2QJ4Z19XJPKWQQ73,AIC8CB12DQC0K,Approved,Mon Oct 12 11:17:48 PDT 2015,Mon Oct 12 12:25:53 PDT 2015,Tue Oct 13 00:25:53 PDT 2015,2015-10-13 07:30:17 UTC,,,4085,100% (32/32),100% (24/24),100% (24/24),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0177.gif,"Put 5 blocks in a vertical line.</br>On the middle block of the line (block #3, if you are counting up or down), place two blocks to the right,</br>On the 2nd to bottom block of the vertical line, place one block, to the right.</br>A the very bottom of the vertical line, place two blocks also to the right.",X,
391JB9X4ZY24R9DPK2CS899MSBYMKJ,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:48 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:35:54 PDT 2015,,,3634BBTX0POA1OTDOFS4ON5KRAXIF1,A22CF8BF9YQND7,Approved,Mon Oct 12 11:54:26 PDT 2015,Mon Oct 12 11:55:11 PDT 2015,Mon Oct 12 23:55:11 PDT 2015,Mon Oct 12 22:23:33 PDT 2015,,,45,100% (54/54),100% (54/54),100% (54/54),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0495.gif,Place five horizontal blocks in the center of the grid.</br>Place three blocks above the center block.</br>Place two blocks above the fourth block from the left.,X,
301KG0KX9CFNIF8O4ZQBG8FWUPDH2J,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:38 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:36:01 PDT 2015,,,3AMW0RGHOEWE62TYZY115PF5FFFPNS,A1MJVTR0PCKBWW,Approved,Mon Oct 12 11:58:33 PDT 2015,Mon Oct 12 12:32:01 PDT 2015,Tue Oct 13 00:32:01 PDT 2015,Mon Oct 12 22:23:07 PDT 2015,,,2008,100% (56/56),100% (56/56),100% (56/56),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0163.gif,place 4 blocks in a row</br>place 1 block below 1st block of row</br>place 2 blocks above 4th block of row</br>place 2 blocks below 4th block of row</br>place 1 block to right of lowest block,X,
3HYV4299H0QMKKJBUFR65WVMO9D8EX,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:29 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:35:40 PDT 2015,,,3VHHR074H4BZCWMDRZR5SBKVAQ2L78,A1FF5C5BXODWSY,Approved,Mon Oct 12 11:07:23 PDT 2015,Mon Oct 12 11:10:31 PDT 2015,Mon Oct 12 23:10:31 PDT 2015,2015-10-13 06:15:17 UTC,,,188,100% (17/17),100% (17/17),100% (17/17),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0046.gif,place two blocks on ground horizontally</br>place two blocks on top of those two blocks</br>go to top two blocks</br>place two more blocks on top </br>go to top left block</br>place 2 more blocks to left</br>go to top left 2 blocks</br>place 2 blocks on the bottom of those 2 blocks,X,
3PN6H8C9R4KVB2YQVI00V5JWELDDAE,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:49 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:36:01 PDT 2015,,,3WSELTNVR4W5EBSG7B5GOTW25BYATV,A2O31IKB0RQXPE,Approved,Mon Oct 12 11:43:06 PDT 2015,Mon Oct 12 11:44:15 PDT 2015,Mon Oct 12 23:44:15 PDT 2015,Mon Oct 12 22:24:17 PDT 2015,,,69,100% (100/100),100% (100/100),100% (100/100),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0522.gif,"For the first row place five blocks horizontally next to each other. </br>Place two blocks vertically, on top of the left block in the first row.</br>Place one block directly below the left block of the first row. </br>Place one block directly below the right block of the first row. </br>Place one block directly below the block that is second from the right in the first row.",X,
3ACRLU860N85MIHIXRBGWYLNWFYEB2,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:33 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:36:02 PDT 2015,,,35H6S234SBU2675NG26658O2TPK658,AIC8CB12DQC0K,Approved,Mon Oct 12 11:18:00 PDT 2015,Mon Oct 12 12:38:14 PDT 2015,Tue Oct 13 00:38:14 PDT 2015,2015-10-13 07:40:18 UTC,,,4814,100% (32/32),100% (24/24),100% (24/24),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0338.gif,"Put five blocks in a horitzontal line.</br>In the middle block (of the five), you are going to stack 3 blocks on top of that.  </br>The vertical stack you just made is going to have two blocks placed to the left of it. Place the first of those blocks to the left side of the 2nd from the top of the vertical stack.  The next block just goes to the left of you one you just placed.",X,
